Kingdom,Phylum,Class,Order,Familia,Genera,GID
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga,680
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,681
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,682
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,683
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Starkeya,684
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,685
Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Steroidobacter,686
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,687
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,688
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,689
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sulfuricella,690
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum,691
Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuriferula,692
Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,693
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,694
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Sulfuritalea,695
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,696
Bacteria,Proteobacteria,Epsilonproteobacteria,,,Sulfurovum,697
Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Sunxiuqinia ,698
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,699
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081 sediment group,700
Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,701
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,702
Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,703
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,Syntrophorhabdus,704
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,705
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,706
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter,707
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Tardiphaga,708
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,709
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Erwiniaceae,Tatumella,710
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Tepidicella,711
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,712
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Terrabacter,713
Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,714
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Tessaracoccus,715
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Tetrasphaera,716
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,717
Bacteria,Firmicutes,Bacilli,Bacillales,Family X,Thermicanus,718
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Thermincola,719
Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,720
Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,721
Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Thermobifida,722
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Thermodesulfovibrio,723
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,724
Bacteria,Thermi,Deinococci,Thermales,Thermaceae,Thermus,725
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Thioalkalispira,726
Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,727
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,728
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Tissierella_Soehngenia,729
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,730
Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,731
Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema 2,732
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,733
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Turicella,734
Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter,735
Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Turneriella,736
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Uliginosibacterium,737
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,uncultured,738
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,uncultured,739
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,740
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,741
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,742
Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,uncultured,743
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,uncultured,744
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,uncultured,745
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 4,uncultured,746
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured,747
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,uncultured,748
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,uncultured,749
Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,uncultured,750
Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,uncultured,751
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,uncultured,752
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,753
Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,uncultured,754
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,uncultured,755
Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,uncultured,756
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured,757
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,758
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,uncultured,759
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured,760
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,uncultured,761
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,uncultured,762
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,763
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,uncultured,764
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,uncultured,765
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,766
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,uncultured,767
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,768
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,769
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,uncultured,770
Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,uncultured,771
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,uncultured,772
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,uncultured,773
Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,uncultured,774
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,uncultured,775
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OM1 clade,uncultured actinobacterium,776
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,JG34-KF-161,uncultured alpha proteobacterium,777
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SD04E11,uncultured alpha proteobacterium,778
Bacteria,Proteobacteria,Alphaproteobacteria,uncultured alpha proteobacterium,uncultured alpha proteobacterium,uncultured alpha proteobacterium,779
Bacteria,Aminicenantes,uncultured Aminicenantes bacterium,uncultured Aminicenantes bacterium,uncultured Aminicenantes bacterium,uncultured Aminicenantes bacterium,780
Archaea,Bathyarchaeota,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon,781
Archaea,WSA2,20a-9,uncultured archaeon,uncultured archaeon,uncultured archaeon,782
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,AKIW852,uncultured bacterium,783
Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,BSV26,uncultured bacterium,784
Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,BSV40,uncultured bacterium,785
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,CABC2E06,uncultured bacterium,786
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured bacterium,787
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Ellin6055,uncultured bacterium,788
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,FW13,uncultured bacterium,789
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,JG34-KF-161,uncultured bacterium,790
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255 marine benthic group,uncultured bacterium,791
Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,LD-RB-34,uncultured bacterium,792
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,ML635J-40 aquatic group,uncultured bacterium,793
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,uncultured bacterium,794
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OM1 clade,uncultured bacterium,795
Bacteria,Firmicutes,Bacilli,Lactobacillales,P5D1-392,uncultured bacterium,796
Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,PHOS-HE36,uncultured bacterium,797
Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,PL-11B10,uncultured bacterium,798
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,uncultured bacterium,799
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,SRB2,uncultured bacterium,800
Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,SR-FBR-L83,uncultured bacterium,801
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,TM146,uncultured bacterium,802
Bacteria,Firmicutes,Clostridia,Clostridiales,TSAC18,uncultured bacterium,803
Bacteria,Firmicutes,Clostridia,Clostridiales,uncultured,uncultured bacterium,804
Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,805
Bacteria,Chloroflexi,Dehalococcoidia,GIF9,uncultured bacterium,uncultured bacterium,806
Bacteria,Proteobacteria,Betaproteobacteria,Hot Creek 32,uncultured bacterium,uncultured bacterium,807
Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,uncultured bacterium,808
Bacteria,Elusimicrobia,Elusimicrobia,Lineage IV,uncultured bacterium,uncultured bacterium,809
Bacteria,Actinobacteria,Actinobacteria,PeM15,uncultured bacterium,uncultured bacterium,810
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured bacterium,uncultured bacterium,811
Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,uncultured bacterium,uncultured bacterium,812
Bacteria,Acidobacteria,Holophagae,Subgroup 23,uncultured bacterium,uncultured bacterium,813
Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,uncultured bacterium,uncultured bacterium,814
Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,uncultured bacterium,uncultured bacterium,815
Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,816
Bacteria,Aminicenantes,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,817
Bacteria,Bacteroidetes,Bacteroidetes BD2-2,uncultured bacterium,uncultured bacterium,uncultured bacterium,818
Bacteria,Bacteroidetes,Bacteroidetes VC2.1 Bac22,uncultured bacterium,uncultured bacterium,uncultured bacterium,819
Bacteria,Bacteroidetes,WCHB1-32,uncultured bacterium,uncultured bacterium,uncultured bacterium,820
Bacteria,Cyanobacteria,Chloroplast,uncultured bacterium,uncultured bacterium,uncultured bacterium,821
Bacteria,Chloroflexi,KD4-96,uncultured bacterium,uncultured bacterium,uncultured bacterium,822
Bacteria,Gemmatimonadetes,BD2-11 terrestrial group,uncultured bacterium,uncultured bacterium,uncultured bacterium,823
Bacteria,TM6 (Dependentiae),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,824
Bacteria,Cyanobacteria,ML635J-21,uncultured bacterium,uncultured bacterium,uncultured bacterium,825
Bacteria,Acetothermia,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,826
Bacteria,Omnitrophica,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,827
Bacteria,Proteobacteria,ARKICE-90,uncultured bacterium,uncultured bacterium,uncultured bacterium,828
Bacteria,PAUC34f,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,829
Bacteria,Parcubacteria,Candidatus Moranbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,830
Bacteria,Peregrinibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,831
Bacteria,Actinobacteria,OPB41,uncultured bacterium,uncultured bacterium,uncultured bacterium,832
Bacteria,Gracilibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,833
Bacteria,Microgenomates,Candidatus Levybacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,834
Bacteria,Microgenomates,Candidatus Woesebacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,835
Bacteria,WS2,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,836
Bacteria,Bacteroidetes,Bacteroidetes BD2-2,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,837
Bacteria,Saccharibacteria,uncultured Candidatus Saccharibacteria bacterium,uncultured Candidatus Saccharibacteria bacterium,uncultured Candidatus Saccharibacteria bacterium,uncultured Candidatus Saccharibacteria bacterium,838
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,uncultured Chromatiales bacterium,uncultured Chromatiales bacterium,839
Bacteria,Firmicutes,Clostridia,Clostridiales,uncultured Clostridiales bacterium,uncultured Clostridiales bacterium,840
Bacteria,Cyanobacteria,Chloroplast,uncultured Cyanobacterium sp.,uncultured Cyanobacterium sp.,uncultured Cyanobacterium sp.,841
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,uncultured Cyanobium sp.,842
Bacteria,Bacteroidetes,Bacteroidetes BD2-2,uncultured Cytophagales bacterium,uncultured Cytophagales bacterium,uncultured Cytophagales bacterium,843
Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,uncultured delta proteobacterium,uncultured delta proteobacterium,844
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,SRB2,uncultured Firmicutes bacterium,845
Bacteria,Bacteroidetes,Bacteroidetes BD2-2,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,846
Bacteria,Microgenomates,Candidatus Curtissbacteria,uncultured Microgenomates group bacterium,uncultured Microgenomates group bacterium,uncultured Microgenomates group bacterium,847
Bacteria,Microgenomates,Candidatus Woesebacteria,uncultured Microgenomates group bacterium,uncultured Microgenomates group bacterium,uncultured Microgenomates group bacterium,848
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncultured Rhizobiales bacterium,uncultured Rhizobiales bacterium,849
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,uncultured Roseospira sp.,850
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,JG34-KF-161,uncultured soil bacterium,851
Bacteria,Proteobacteria,Deltaproteobacteria,43F-1404R,uncultured Syntrophaceae bacterium,uncultured Syntrophaceae bacterium,852
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,853
Bacteria,None specified,None specified,None specified,None specified,unidentified,854
Bacteria,None specified,None specified,None specified,None specified,unidentified Cytophagales/green sulfur bacterium OPB56,855
Bacteria,None specified,None specified,None specified,None specified,unidentified eubacterium clone BSV75,856
Bacteria,None specified,None specified,None specified,None specified,unidentified eubacterium clone BSV85,857
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus,858
Bacteria,None specified,None specified,None specified,None specified,vadinBC27 wastewater-sludge group,859
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,860
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Vallitalea,861
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Variibacter,862
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,863
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,864
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,865
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,866
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,WCHB1-05,867
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia,868
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,869
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Woodsholea,870
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,871
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae bacterium WWH73,872
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,873
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Xenophilus,874
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,875
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified Burkholderiales,Xylophilus,876
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Yersiniaceae,Yersinia,877
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Yonghaparkia,878
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Z-35,879
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Zimmermannella,880
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,881
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,882
