,GID,Site_2,Site_5,Site_11,Site_12,Site_14,Site_23,Site_30,Site_32,Site_34,Site_36,Site_37,Site_41,Site_42,Site_43,Site_44,Site_45,Site_46,Site_47,Site_48,Site_49,Site_50,Site_51,Site_52,Site_53,Site_54,Site_55,Site_56,Site_61,Site_62,Site_63
389,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
392,393,0.0,0.0,0.0267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,398,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.003,0.0,0.0,0.0,0.4511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,404,0.126,0.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.0493,0.0,0.0,0.003,0.0544,0.0021,0.0,0.0,0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,408,0.168,0.0259,0.3597,0.0,0.0,2.48,0.0,0.0,0.1704,0.0,0.0271,0.0511,0.0,0.0129,0.0,0.0,0.0975,0.1065,0.0,0.0,0.0099,0.0,0.0,0.014,0.0,0.0,0.0,0.502,0.0,0.0218
410,411,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,414,0.021,0.0259,0.1166,0.0,0.0,0.0,0.0,0.0,0.0403,0.0,0.0813,0.003,0.0544,0.0,0.0,0.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231,0.0
414,415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.0331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,417,0.021,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0448,0.0,0.0,0.0,0.2722,0.0,0.0,0.0,0.0298,0.0,0.0,0.0,0.0,0.0,0.0772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,420,0.0,0.0575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3905,0.0231,0.0392
420,421,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0224,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693,0.0392
422,423,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087
423,424,0.0,0.0029,0.0,0.0,0.0016,0.0,0.017,0.0,0.0,0.0,0.0271,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
424,425,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1398,0.2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0558,1.7337,0.785
425,426,0.0,0.0402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1116,0.0231,0.0131
427,428,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.0,0.0044
428,429,0.0,0.0719,0.0,0.0,0.0,0.0,0.0437,0.0,0.0,0.0,1.7064,1.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744,0.0,0.0262
429,430,0.0,0.2041,0.0122,0.0,0.0,0.0,0.0024,0.0,0.0224,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,1.5025,0.4317
430,431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0231,0.0523
431,432,0.021,0.0,0.0243,0.0,0.0,0.0,0.0,0.0,0.0224,0.0,0.0,0.006,0.0,0.0086,0.0,0.0,0.0278,0.0387,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0
432,433,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1083,0.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
436,437,0.0,0.2386,0.0,0.0,0.0004,0.0,0.1091,0.0,0.0,0.0,2.0585,1.3023,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0081,0.0,0.0,0.0256,0.0,0.0,0.0186,0.2312,0.1483
437,438,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0179,0.0,0.0271,0.0782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,1.6614,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0
440,441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0
442,443,0.042,0.0172,0.0097,0.0,0.0,0.0,0.0,0.0,0.0448,0.0,0.0542,0.0301,0.0,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1302,0.0231,0.0262
443,444,0.0,0.0029,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0007,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,445,0.0,0.046,0.0,0.0022,0.0,0.0,0.4123,0.0,0.0179,0.0,0.0,0.0,0.0,0.0214,0.0,0.0,0.0159,0.0121,0.0,0.0144,0.0,0.0162,0.0,0.0,0.0,0.4059,0.0057,0.1116,0.0462,0.0174
448,449,0.0,0.0201,0.0,0.0,0.0,11.73,2.2384,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0186,0.0231,0.2224
450,451,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087
452,453,0.0,0.0029,0.0,0.0,9.0414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
454,455,0.063,0.3162,0.1482,0.0,0.0299,0.0,0.0,0.0,0.5873,0.0,0.0,0.012,0.0544,0.0043,0.0,0.0,0.0597,0.0194,0.0,0.0,0.0296,0.0,0.0,0.0,0.0,0.0,0.0,4.5928,0.5086,0.3096
455,456,0.273,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.1883,0.0,0.0,0.0,0.2177,0.0,0.0,0.0,0.0895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,460,0.0,0.0,0.1094,0.0129,0.9269,0.0,0.0,0.0,0.0134,0.0,0.0,0.003,0.0,0.0,0.0,1.4168,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0044
460,461,0.0,0.0,0.0,0.0,0.9086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,462,0.021,0.0201,0.0097,0.0151,0.0,0.0,0.5772,0.0,0.0179,0.0,2.1398,1.2151,0.0544,0.0171,0.0129,1.3277,0.0239,0.0,0.0113,0.0,0.0,0.0,0.6951,0.0,0.2655,0.0,0.0038,0.0372,0.0462,0.0174
464,465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0013,0.029,0.0,0.0,0.0,0.0044
465,466,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,467,0.0,0.1179,0.0,0.0,0.0,0.0,0.1382,0.0,0.0,0.368,0.7584,0.4993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231,0.0262
468,469,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,470,0.0,0.0057,0.0462,0.0,0.0,0.0,0.0,0.0,0.0179,0.0,0.1625,0.1323,0.0544,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744,0.0,0.0087
470,471,0.084,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.1793,0.0,0.0,0.0,0.2722,0.0,0.0,0.0,0.0497,0.0085,0.0,0.0,0.1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,474,0.063,0.0,0.1045,0.0,0.0,0.0,0.0,0.0,0.0762,0.0,0.0,0.003,0.0,0.0,0.0,0.0527,0.0278,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.1388,0.0,0.0,0.0,0.0,0.0
474,475,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
478,479,0.0,0.0,0.0,0.0,0.0,0.0,0.0776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,480,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0558,0.0231,0.0131
480,481,0.0,0.0057,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.2353,0.0,0.0,0.0013,0.029,0.0,0.0,0.0,0.0
481,482,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
482,483,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.0391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0044
483,484,0.0,0.0575,0.0073,0.0,0.0004,0.0,0.0049,25.33,0.0,0.0,0.5688,0.5053,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0558,0.0925,0.0785
486,487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,488,0.0,0.0,0.0,0.0194,0.0,0.0,0.0461,0.0,0.0,0.0,0.0,0.0541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,490,0.0,0.023,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,1.6522,2.1414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.0462,0.0611
490,491,0.462,0.4456,1.825,0.0518,0.01,7.58,0.0534,0.0,0.6366,0.0,3.1419,4.7009,0.5444,0.0236,6.3634,0.0109,0.1869,0.0992,0.6903,17.2782,0.0,0.0,0.0,0.014,0.0081,0.0,0.0859,0.7996,0.9015,0.7283
494,495,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,497,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,500,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0044
502,503,0.0,0.0,0.0,0.0,0.0,0.41,0.0146,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
508,509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0878,0.0,0.0,0.0,0.0714,0.0,0.0,0.069,0.0,0.0,0.1405,0.0,0.0,0.0,0.0,0.0,0.0
511,512,0.021,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.3811,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,514,0.021,0.0,0.2333,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0129,0.0,0.0,0.0497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0
517,518,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0762,0.0,0.0,0.0,0.3266,0.0,0.0,0.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,522,0.063,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0717,0.0,0.0,0.0,0.2722,0.0,0.0,0.0,0.1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087
522,523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,525,0.0,0.0,0.0,0.0,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,526,0.021,0.0546,0.3961,0.0,0.0004,0.0,0.0994,0.0,0.0224,0.0,0.0271,0.009,0.0,0.0857,0.0,0.0,0.0139,0.0206,0.045,0.0,0.0099,0.5435,0.0,0.0,0.0027,0.0,0.0,0.0558,0.0231,0.0523
528,529,0.0,0.0,0.0,0.0,0.0,0.59,0.0073,0.0,0.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,531,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1354,0.0692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0131
532,533,0.0,0.0,0.0,0.0,0.0,0.0,0.1455,0.0,0.0,0.0,0.0,0.0271,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,534,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0693,0.0436
534,535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,537,0.021,0.0,0.0049,0.0,0.0,0.0,0.0024,0.0,0.0583,0.0,0.0,0.006,0.0544,0.0021,0.0,0.14,0.0219,0.0061,0.0038,0.0,0.0197,0.0,0.0662,0.0,0.0,0.0,0.0076,0.0,0.0,0.0
537,538,0.0,0.0115,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0
539,540,0.042,0.0,0.0146,0.0,0.0,0.0,0.0,0.0,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,542,0.0,0.0,0.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,549,0.168,0.8826,0.3669,0.0,0.0012,0.0,0.2013,0.0,0.6276,0.0,0.6771,0.8632,0.1089,0.0,0.0,0.0,0.0477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.3905,0.6472,0.5277
549,550,0.0,3.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2438,0.2556,0.0,0.0,0.0,0.0655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.916,2.3243,3.0051,3.2795
550,551,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,556,0.126,0.0,0.0097,0.0,0.0,0.0,0.0,0.0,0.0448,0.0,0.0,0.0,0.0544,0.0,0.0,0.0,0.0219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0558,0.0,0.0
556,557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044
560,561,0.0,0.0144,0.068,0.0,0.0004,0.0,0.0,0.0,0.1031,0.0,0.0,0.0241,0.0,0.0,0.0043,0.0,0.008,0.0,0.0525,0.0289,0.0,0.7074,0.0,0.0,0.004,0.0,0.0,0.0186,0.0693,0.0741
561,562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087
562,563,0.021,0.046,0.0,0.0,0.0004,0.0,0.0,0.0,0.52,0.0,0.0271,0.0211,0.0,0.0043,0.0,0.0,0.0298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0558,0.0925,0.2268
563,564,0.0,0.0057,0.0,0.0,0.0,0.62,0.0437,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0558,0.0,0.0044
564,565,0.0,0.0057,0.0,0.0,0.0,0.0,0.3904,0.0,0.0,0.0,0.9751,0.0692,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231,0.0044
565,566,0.042,0.0,0.1312,0.0,0.0,0.0,0.0,0.0,0.0493,0.0,0.0,0.0,0.0,0.347,0.0,0.0,0.008,0.1561,0.0,0.0,0.138,0.0,0.0,0.281,0.0,0.0,0.0,0.0,0.0,0.0
568,569,0.0,0.0029,0.0,0.0,0.0,0.0,0.6087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087
571,572,3.2969,0.1639,12.4371,0.0173,0.0,0.0,4.9279,0.0,0.9504,0.0034,4.7671,1.6692,1.5242,0.9167,0.1983,78.8367,6.8474,0.9317,0.0413,0.0,0.3055,1.4229,0.0,0.0983,3.66,0.0,0.0802,0.2045,0.2774,0.1526
573,574,0.0,0.0,0.2187,0.0,0.0,0.0,0.0,0.0,0.0134,0.0,0.0,0.0,0.1089,4.5706,0.0,0.0,0.0338,0.2239,0.0,0.0,0.0985,0.0,0.0,0.2107,0.0,0.0,0.0,0.0,0.0,0.0262
574,575,27.8244,0.2242,0.0073,0.0,0.0,0.0,0.0534,0.0,6.5633,0.0,0.0,0.0,4.3005,23.9366,0.194,0.0,39.0696,27.0362,0.1576,0.0867,2.1778,0.0,0.0,2.6131,0.0,0.0,0.0,0.0186,0.1387,0.1352
576,577,0.021,0.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.0359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,581,2.289,0.0,0.1847,0.0,0.0,0.0,0.0,0.0,1.2866,0.0,0.0,0.0,14.4801,8.1002,0.0,0.0,0.7498,0.1984,0.0,0.0,0.1182,0.0,0.0,0.1264,0.0,0.0,0.0,0.0,0.0,0.0
581,582,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,584,0.21,0.0,0.0535,0.0,0.0,0.0,0.0,0.0,0.1614,0.0002,0.0,0.0,0.1633,0.0578,0.0,0.0,0.5569,0.0726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,585,0.0,0.0057,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0
585,586,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542,0.0481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0131
586,587,0.546,9.9644,2.6877,0.0,14.9556,0.0,2.9296,0.0,0.5156,0.0,0.2709,0.2707,0.4355,5.4637,0.0172,0.0,0.2486,4.4651,0.0038,0.0578,58.2676,32.1306,0.0,19.5701,14.3491,0.0,0.0,0.8181,3.6755,3.2708
