pathway	site_1	site_2	site_3	site_4	site_5	site_6	site_7	site_8	site_9	site_10	site_11	site_12	site_13	site_14	site_15	site_16	site_17	site_18	site_19	site_20	site_21	site_22	site_23	site_24	site_25	site_26	site_27	site_28	site_29	site_30	site_31	site_32	site_33	site_34	site_35	site_36	site_37	site_38	site_39	site_40	site_41	site_42	site_43	site_44	site_45	site_46	site_47	site_48	site_49	site_50	site_51	site_52	site_53	site_54	site_55	site_56	site_57	site_58	site_59	site_60	site_61	site_62	site_63	site_64	site_65	site_66	site_67	site_68	site_69	site_70
PWY-6126	851802.3115884508	926191.0823331473	885314.6612128924	749608.8918947625	718948.2532713466	804590.1171165105	1022313.4819308448	783546.1056847965	850905.2757213834	644598.3638164793	799710.6761643048	687455.0655843519	870657.894615049	661719.9977524158	851950.7317701677	999970.2021024273	883646.1497665147	921192.5010880334	609729.6156528115	1015191.4244199877	684162.3216103521	549921.9859849127	935818.2061082475	973232.2210863737	970241.4215674184	614898.0902472745	931636.1623536766	755415.1530816075	912056.6025112284	565382.1521664249	1126408.5093236638	808478.002076601	929015.95768453	978457.8205405624	478993.9674434771	897621.1752385057	1052618.7429960785	792229.4040633402	1051194.2384804462	1073763.236107011	1021338.4783297414	827487.8013657156	674836.392066178	1030250.6235118526	959340.8625707489	663361.719308028	970883.6354050452	961963.5473794162	927201.316181403	1164920.6961888983	1046818.5507724951	893527.7223319977	1008832.972032933	740709.8432780311	751714.2427182536	764938.344052346	906524.3993306408	874184.2987159693	929415.0142897436	420801.6215609011	850380.6478059359	933275.8780645956	920754.321962242	944467.8262588461	725249.2470251007	1001920.9604503777	166297.4936015578	732685.0188503485	205179.92521614523	206340.12238694078
PWY-6147	678076.920439336	767686.7994784252	745000.3063232282	619470.7884573766	592866.8320804386	401277.95931536035	533425.5282920277	540142.2606445432	717082.8848014352	533886.2515813783	626246.578096896	552239.5240961296	721219.9810629146	502402.06439815497	707369.0519853454	877528.8505190378	795083.9456537486	823640.2927814338	542080.3891104099	984490.6542103024	589532.0795605609	498544.39122675435	799666.3332945105	689436.6845369168	825371.1739803761	481418.8088725291	827213.217684464	645850.8100978587	771530.4030503392	545862.8178004858	1039203.2188692683	671938.8192682074	644935.3479776657	902134.0974384731	468670.88697623083	559949.074484057	598834.9455895833	616719.4278478549	1000717.702530405	892215.0607747098	934880.0621035788	741069.6280713988	607847.0600353832	869769.2301503081	882565.5339863339	506253.73006720934	951086.5415052652	837377.3222257751	825778.1247333734	970915.6578232683	875508.3917323122	816808.9875077492	930930.7569833205	652307.969145068	659767.0344363129	717439.6645447357	786442.7760962379	740566.3943495753	782339.818602746	382793.00099488115	738508.0895922143	587174.4188272171	610660.7127878265	747179.2911647401	543788.5416357378	422256.7224855334	149505.96228728304	660193.4777594078	157578.5464093731	169896.53140402486
PWY-6151	344256.7728442696	447641.8412091199	499232.8471389839	456060.5145502816	384813.5366509185	222116.15812288658	320505.31439665175	297828.304413445	240919.63898025418	397559.2194425502	402658.59973246465	161534.96122421828	242450.07416019088	403251.12262328406	481468.33732599515	390849.7313516507	312144.79999006126	307826.8428378897	302912.2165227951	306999.40862671274	96792.33694619864	244020.21320401196	314076.6633563581	395327.9391897491	491255.51374420634	362031.46592663694	175089.68049143627	510903.5397943851	607014.197609828	168648.14323877104	804507.9200391537	400714.8880066815	524383.072998536	765919.4367923404	85249.58974629389	367019.9612939298	444789.5006978296	338735.90014831163	89653.20860915941	852050.2406118349	255365.53620363201	290902.31293636694	262099.18214123143	52588.47818186428	668743.8098079298	249660.59753758795	156491.68629850057	647207.4035687442	213564.9929319179	823665.8111210158	847451.8615499081	379549.6943852652	54573.83120461091	381556.56453842076	287401.06375790783	430247.1904689056	440528.1646079979	576409.381309683	609173.4312030631	116399.71171178929	485109.9093020064	671532.1115981531	619830.7093871707	287782.1116174358	308777.65366196586	700670.0853198844	108690.15775128998	483925.6733618257	94590.1689612847	83486.77255791899
PWY-6163	746177.8935249925	820814.0769137354	780196.3751016994	654807.9220183522	624807.1645124023	710437.7669840868	896322.8333745588	683266.2933961375	750533.8983469803	587351.5015116646	729328.6009868324	704335.1790272638	760120.0747017199	559561.4054393537	724091.2983394092	884467.3769464936	791932.1474902714	780260.0894079395	589186.4650364788	970024.8610513255	546250.8013418746	501147.2531418789	817294.8573981933	745313.6577502098	827557.5226850809	589694.4625782613	875797.2407890313	678051.7670962868	788121.266831099	542585.540072223	750510.9636677759	748053.5886562945	876183.4533870177	900600.722255463	465265.6524760661	920490.4496206879	950437.2568569225	846708.8344527632	1014684.0432102565	882540.3119802419	1001591.7140878408	873549.5141994847	588334.9976867919	852628.538357433	799693.8831281593	599116.8324771869	1007043.1962849274	889294.5753044093	869433.5069294474	970915.721368165	880474.8772906472	830592.9624122453	928955.38048365	626254.4178077923	622930.1928764224	663321.8048005309	812077.2329584141	760449.284900534	804191.5124857838	401446.10421651386	749943.4850602893	910124.8503752153	875103.9354332924	804234.0225410509	712072.0518825244	523444.55770649755	154224.99059718804	603602.0073433201	174881.51448318746	163696.9415501098
PWY-6182	146445.56497368228	197076.58976801863	206070.37897015075	126218.49015575236	144972.1077519608	145196.9638112729	88069.87659987285	22939.924588140406	138112.95169959049	111017.49795836955	36772.02691560672	34212.006531693005	70154.14861560409	26430.295952215518	43624.168151781014	110386.33203106148	29541.786579498697	183106.5590815308	14593.438359229393	63632.46967312368	19818.381355566446	221458.22067003834	68119.06855590045	33041.85951571036	108548.64240484507	174220.7909524912	264058.19145314244	129993.80367495547	13874.585473663827	28948.838039062313	312274.05077245267	167673.18603975765	198348.93650214863	445703.87981374154	40726.2517909744	208711.38742136688	105389.55609772087	92891.6199574068	68127.36343383233	20753.541720565612	160884.05634809178	20924.875703028152	439158.611858928	35666.30018964855	157319.1740731903	214735.52134969516	10450.52976268619	876804.1674829737	110500.97405408428	871.6999115555549	6924.380591040613	206459.32007306712	3804.8081105556603	49127.419500244876	31834.12378559942	65657.96771119081	95886.03748891714	119651.86558027768	89454.65600582193	12449.086197826337	40505.08614904295	80713.60721587087	80342.75135502678	200504.8278395795	83510.30365814631	192908.56915702252	91075.82494944379	92682.17741811261	39642.22089958015	36990.15548190884
PWY-6185	91584.24716555473	56942.59176826936	87034.5802280556	64875.33047509166	58116.52956592682	8942.40094381456	50053.525479474636	0.0	70695.14577968024	18477.112237597852	36492.27132375827	21375.142881371114	47514.824042158936	17568.79634979893	42140.54895824109	67346.40217308831	24749.9642027508	117302.32295847133	10532.64184668815	21358.250699268363	4717.719818871989	247112.33391010703	60235.794876908134	6739.721992087849	67232.97953533322	24123.92427931427	103667.19550436366	65725.85546563654	8978.684587887388	20143.214587649978	19671.72816047846	45678.8121933319	91684.17216474163	20470.059877303003	25048.655626161537	106571.56344058736	52575.05985093884	69491.76361398317	51515.83020107241	12260.401323666098	34743.73247541282	10717.044519696388	345943.8503239699	21034.340542678172	89007.43732078077	6345.686028106824	6766.274214483692	402284.94962153456	0.0	294.0110321317892	2557.6109041341315	168179.59231610718	1560.4645857071787	709.0522604119933	1881.750859451662	16805.68226393518	56761.821536864736	69996.33030591591	55042.867572142655	6772.206189230256	26827.85412940016	44822.025887302385	49374.04816022019	32406.71922958704	57741.83691361867	17829.677090816767	77768.03016226302	791.7178797469512	25097.90407976181	24184.1836329397
PWY-621	500626.0276254062	471900.54863341653	445514.22455478786	453254.2367646456	420680.90850724105	226558.58648154064	311436.8528046936	45938.14285557104	367463.9317037559	0.0	361191.4243124956	206006.68527700801	125611.12822545353	369945.1889642297	504237.6153722978	126378.40454323088	221767.65356512487	754580.1415354946	115.96173021737215	681880.9365815467	315625.50953477446	378193.53365728544	257444.62051629837	134790.907383336	475779.92265343893	73527.55291419625	384972.6728656059	341410.5261778152	544661.1567015143	303708.1937923017	307350.49511524296	200214.8534252152	185341.72855384677	232342.8916941954	162401.62191224526	122482.31450927784	181810.61090796842	479799.513979674	173517.11143463975	139662.12183323508	527054.0506544645	485660.0199412941	486520.32960341166	327565.8396419296	705769.8555439897	319362.594680042	344300.36712937814	419193.2066833265	600978.196212001	647.7837875690623	822451.8626498897	74158.0913870541	893930.0934325707	475752.99032128905	394794.7228214149	494222.49344324734	267961.0539694178	476135.7108853954	558450.2774186389	103740.15132210404	142513.10887440306	408253.2286002469	358905.2001885766	780789.5386080602	307363.69285534497	357480.56589610764	111245.89080844067	525291.1692812612	46061.97368421052	100128.40475180313
PWY-6210	10374.114452156224	7118.685127089543	6845.964923437952	5214.863323633825	10041.477833254545	7307.517361758279	5122.057412185097	0.0	12512.092335799833	0.0	13543.498269697284	205.39019326310893	27898.291577156328	7841.796473820421	9500.895181885246	45581.287534593415	11298.115102942853	10008.186430557547	199755.99981978012	863.9769193417858	5097.398664222934	28095.377671086666	17013.5807226539	296.05508283861485	4943.7902981868665	868.5174830124375	21776.038556133117	28224.860373778956	0.0	179.65051888437662	2875.250875489244	12910.903857280622	19939.313451260452	0.0	288.6608696034137	21817.118992465243	11027.973096323592	5961.9453582781125	5529.499088276305	0.0	8422.341548410473	0.0	7134.435846733575	0.0	49.12296866195594	0.0	0.0	70038.26059034973	14908.310991957105	42.24246459681903	14113.127572891202	415.8040118051056	6510.0	75.89320316544635	278.9391930289828	15642.947704783097	0.0	4590.53232169637	5377.020503806525	35.98573360132543	4020.8156143282495	4374.245620606066	4224.506942836729	0.0	0.0	0.0	2361.0559394385746	0.0	0.0	0.0
PWY-6263	216209.03802806523	21400.21484549019	75390.3026205157	55388.79118245652	32900.51078495558	80117.83935547071	36128.459080872395	256356.2109786887	50000.07629448777	22410.27734127673	294486.5752780382	112782.00800579178	368588.24251903355	74848.721860893	313367.5558980568	316719.47828326403	402461.61930972233	53378.68768617466	0.0	25813.63879347276	25749.207713619533	127886.2246440065	460429.0621851834	576390.0601280375	482886.25223368173	11483.109944876474	47.98691679093128	176524.72379877922	105182.6967484636	153686.19612162502	868.941805318863	65801.8037943568	162660.60481620478	46481.25459750982	1299.4374456085147	365145.1918765332	363018.2636774971	299874.45653285866	27701.17565594333	0.0	269227.8360438407	208819.0194009919	11754.37682199049	298279.12323067343	38.99594909703418	308154.1772182777	65507.906125681504	13918.939118260054	135308.40682861645	0.0	12169.65308248695	153.63943803584658	3919.7408685945525	799.9049533664034	835.8905489696962	40798.71711081944	363530.2147171647	166689.15330189283	184958.8154598652	59997.7963876248	109624.45814079298	472829.81306612596	564500.7238634183	0.0	306239.84431611816	0.0	0.0	0.0	40557.157148461745	58342.08962039453
PWY-6269	537041.9410812265	401440.2357748057	453879.19598032936	254914.3358181959	283502.29124020995	203194.77357509354	284326.4592029926	332432.77482076694	331377.31889764045	425642.2183547202	142727.6416346225	244404.43297687508	168127.87590642	182497.6882910698	350623.8223297467	344777.19113157573	445848.6030155923	284389.4602751835	294095.1188757924	764972.521556905	456197.5386979734	211789.67213664774	553818.6306265396	321392.1173929934	582608.0831620047	396444.0723581814	735849.9447219669	331630.9338190398	657942.8118465148	384929.4622653026	286976.36923229834	466986.1090661481	473691.36586473	773382.7026939518	366728.05951374443	450661.1267458926	443617.1791699209	575518.7667917635	920021.7596573047	878895.6191913933	817406.211191417	633545.0021937605	526515.5478120268	725084.5652354463	718539.5999025928	319831.32958185097	808650.5427843633	794292.1238258918	535882.7450960871	871846.6441083959	36261.4056396964	289905.6362440672	31136.1158071303	270398.0375023003	302697.25646869757	560622.3026148473	521228.3613246084	403187.79524247325	394241.8789944371	325554.4063421718	381289.8912366788	527051.7755845868	550680.0620777933	303369.8431363768	456134.9358902791	417089.56981426047	117629.80607938397	553218.1155056106	81279.68664560062	142305.79905747055
PWY-6277	767745.7456275776	887732.7253380216	907346.1059407071	706491.4901272092	681896.233776366	780184.235223806	980693.7151172028	736736.3899640107	843914.1050384133	649028.8398159221	894371.4694615947	797215.0819752777	897306.1918794651	641600.3160201275	835540.5108948	1010517.3153872864	935778.3978838199	835572.1627824698	608790.464196558	1069252.8760158387	645844.8718107198	611080.1796558624	1022338.2221441398	1046304.0998112583	1029378.347400964	753567.1077871999	846941.5543710224	869394.0705814852	1046099.9244268747	590583.5853543071	1063529.2211588437	760955.6070491355	899475.4231492621	960985.5324768544	518399.06100988464	872912.3784729227	1018956.2302463263	751329.7996182126	880508.8656492258	895592.0529682788	1019546.2565225095	823430.0586753462	593445.9241884204	913438.70327695	806543.9082757464	659244.9718408192	890587.8346244564	818648.6379606209	966249.648612052	2097344.081350195	1000400.6966418513	1020790.9366353683	1111643.1043011916	848298.0050012238	973195.328139735	718960.0520090496	1256607.949752607	995513.8603760316	993980.1810339983	458261.9437271685	1333428.9656579625	945841.8963495764	944498.7687778769	999289.8424580033	789220.3288611453	882880.2699287847	141510.03437181216	798296.2422888442	214911.51798417603	214788.76264621184
PWY-6282	897651.4980119383	707492.5672022294	713954.2340493347	446807.78068482963	538475.9032834037	452531.67008027626	588801.1516206095	836467.03492588	1026934.5402111325	465725.79621795693	282668.31966044026	277039.42914431996	317524.9743342789	114305.8745674757	283093.8653698666	349123.9112106191	122569.48033861574	943892.8172327155	537553.0838589735	670538.8473585859	559129.0885237608	624411.9633402824	175585.91194992673	155004.38184670475	763412.867621225	529422.0416015052	1465822.5113863414	834838.5916605677	249056.2684102058	529408.847134359	1082643.2992469494	769124.0353759571	717663.9101960711	397210.52041610255	486332.372562432	1205716.987315685	522466.53723288095	598333.5963811524	955396.6532141045	224526.3095734885	1010774.3373414591	464776.0785879693	931197.4007379325	1032831.023469441	1153610.3004671717	514502.08850785904	558262.1512030228	1222665.6512806434	403781.13003354945	518.8969469586963	58198.18038438427	939353.8630147679	46794.12598306265	917575.2046128283	949821.7897779419	694095.7599692751	358744.2018027327	921442.951930064	951228.4334026193	160604.3726145349	810345.7118158641	970576.7611222954	887122.8714107565	283145.5807708331	623771.0158659425	344396.6895854218	190294.42334020644	688250.1504102733	202795.0052078579	178171.98927024522
PWY-6317	228460.9502486076	316419.7304193992	140619.50955508955	169277.15843880922	190273.43807007922	63933.134999134585	233728.4902388556	337929.1888183187	145602.8446354651	61007.09593852374	270903.924100591	128681.96934839214	117736.33373612662	222827.4323920643	132132.59546074644	125109.48266518947	385507.47289588687	93143.90283394312	53.53078491077558	329667.9517183299	19901.325678598707	67975.07038740594	134369.38546448623	58794.090924827746	89082.04263644	13520.378157007253	885.3562500429493	97598.95590024402	675294.6262377662	154309.04137313727	0.0	307382.6221259141	321303.7865165851	10569.036659899311	19429.036838925487	207592.26845485164	199822.03246150797	283709.1835070533	23378.90111368901	927382.0554181872	338302.0586343635	261140.9468724081	12159.067199581767	103484.10910448429	17213.20513929841	303814.0875111684	142574.18850292178	11772.347736776765	58372.53473619532	463.166054393466	62370.27883725289	664.4715500068917	57769.83627449518	342.1811499447372	347.4440777952487	133088.87741086612	104724.21734690835	94045.30245674764	111454.85828135264	94203.4697757022	64259.71522356698	471011.0640358635	407429.25543627987	0.0	265345.2572439635	11067.52212836246	32802.409965796454	187872.76166522384	44075.08168161964	32308.417916899372
PWY-6338	3019.7288134949226	2111.956245601142	7381.860754809961	1614.147891610412	3644.0173686261683	0.0	2279.1469621179476	35363.30159730624	8609.831130644656	111091.60257967442	33351.86816350669	43045.7811700664	56107.633896319196	12321.397472238765	25955.460511134428	290393.3997309304	16994.956262291777	13673.600684750792	427.1090219470972	250850.74533843127	15068.618253305845	35648.427758851954	113726.57430233635	3356.5165178790526	30905.192286410645	53263.92519340488	0.0	56820.36287437256	128905.4490916028	59214.18252514748	0.0	37690.04136940978	102779.65005739982	741570.034377132	44837.30422242029	103616.31653858836	53828.75325749248	3895.678735715054	6189.7955686694495	6463.336365538536	16693.38726485056	50653.717062780204	46517.47965090703	16487.349357821822	179.18357660993013	116634.97814285808	31600.879969732803	4863.752109754211	33479.59881689616	6527.3050962813895	312.6701991339347	1004.9484298752868	0.0	2841.1249826286257	62421.939024057705	112411.48276495862	334370.106660853	128696.19636180886	100683.16272025753	51373.463535511706	49653.418852077455	51427.36152691304	56355.09882251735	0.0	68185.19334407302	0.0	32883.60411699256	149902.944069825	0.0	49241.5532688293
PWY-6339	109379.62703042569	30865.786968684246	75615.97807039779	61392.97985887507	39992.54415771603	0.0	36999.05509073438	0.0	52804.87227245623	0.0	0.0	75680.09590221687	0.0	0.0	0.0	330925.18585637957	0.0	64642.25393013087	0.0	339134.4178808322	24506.86728840345	54639.2661097119	0.0	40635.51387714884	83231.82879695986	29530.801229501954	0.0	150544.4786764465	206189.2054838602	100385.77420562327	0.0	80443.11098461221	255741.73676652656	0.0	67368.2479349823	152720.5210152085	176031.09717627277	0.0	0.0	0.0	174767.8643847228	100264.57362551715	0.0	0.0	0.0	237514.00577101807	63772.15542338114	0.0	127915.42830063788	0.0	2418.770127579241	1777.1708615124237	0.0	48537.12452476925	67133.04089221804	170531.79681297127	330423.9419154052	155574.49180841638	130571.72644125925	0.0	105007.1270833978	319436.7427847952	268148.19553628	0.0	134204.09741888216	0.0	73845.11718555569	227688.02275579964	0.0	0.0
PWY-6353	410458.1525947114	630111.5345396204	550071.4191603552	559070.3791092215	512455.5054073533	397252.35091981257	580103.7655314623	322890.99111097597	458575.69956164126	281634.42828013195	199139.77076589936	326205.4952957283	234760.90254621988	236801.2673797178	379453.9476576553	247717.2125373024	131026.40410575403	314900.3916757044	295.0168473984918	268699.2346150071	128752.74850700608	320667.09326977504	412713.93881478644	299771.5228815642	551092.7253016165	248808.23172285725	194450.87437990747	284747.33829765575	337787.89340162196	233560.8737332568	548287.7428118569	502604.7717054879	598492.0188819908	224509.09973801023	264983.7609709386	414480.86993317475	520270.3345002501	416983.88526191085	80924.02047053432	527726.2406618824	456677.64814881055	427681.6551265309	44346.77906624336	282973.87166449864	751983.9743283285	539684.0987533568	214466.41242555573	42161.46052005547	728558.8770908768	1270.3654454574557	206697.65304905042	5548.455110761013	211603.5737053222	5342.317187907512	6679.888213366388	473964.2696264555	424608.34587514744	308287.91729265393	343360.8982511953	141317.76525508883	207984.87162182483	750162.6942289119	751949.9086057186	853554.630316311	345799.47854697664	663107.8663616962	107966.10474578712	562494.5014322544	140011.86878818664	85130.34146551878
PWY-6383	73608.15052584243	336928.2537526987	261996.52140431368	337347.3158509269	276089.28461581236	0.0	75319.03297352712	0.0	82131.20378602429	0.0	356413.0895201603	18601.38161820229	75108.63415382963	355310.64258127543	410243.4078677607	57108.120032561186	98623.02636809504	64012.428074531286	73.87935416636967	2878.2971808348884	10101.063745637088	54928.005646523045	195481.7562821549	19156.959678252257	3854.332609581333	181.46337057812693	20031.81899264576	12457.23024408038	112196.68043289905	21364.072187726317	579.1370234515725	219628.1404806556	110695.96613948602	43554.85520876009	9383.46521228874	56946.061357779115	37084.32926050448	18365.74784344541	17494.82042505869	6522.961863761323	1261.1549250821768	66049.56805078378	6469.0852619617135	0.0	54349.791506699905	10671.876391166235	117483.73525182951	2027.2108054064463	147280.78465740735	518.330821255004	833226.1929542476	70.03168359367233	51293.53379599258	1302.579364094682	1687.6124372279112	93242.50421807887	20385.86889143213	9427.167420275504	18675.26260806875	39731.189349173546	6192.013727235023	3439.916670363308	5701.559134112415	126833.76669801764	38630.10341037392	0.0	5064.302220949447	136125.8412478547	0.0	0.0
PWY-6385	684036.7652461154	775874.3505619669	745691.5117824331	622696.8073707654	601129.262405466	670060.84533314	864683.9124050447	513381.64492749237	713401.9733454158	439304.68551829807	709698.0823817996	679167.4817227017	745753.5467791174	590550.901513525	752947.8123965308	854305.721249475	751210.7573389582	659496.0784945476	516711.74172925344	944333.4403656904	605994.0886978348	468737.8258673551	811519.196857715	931437.7126901202	803513.0758833062	511295.20180380146	766952.9458235186	627122.1154361712	795397.338643879	493961.9762474554	960638.4715383319	678597.6246659202	790048.9938162502	844606.7243362237	454310.0552841234	771881.9491373749	909050.5346367647	683255.9126388564	869546.6045912004	920846.3186227852	934724.6768354303	726311.7636486106	551607.3150699151	849944.6832027582	770920.9840568587	572730.5187710722	834864.0985907023	792816.5345500724	834711.1626828286	991445.6812913242	912838.6172614109	801463.7595797775	973938.9947034742	622364.8906143238	636685.2038986412	653309.568776045	771723.4868871452	731321.2577562344	773194.4035572037	393215.0476386688	735982.128164495	711436.6552161099	714778.93384303	911409.5443919275	664418.828482124	926333.8679338833	137175.67673704322	595740.5981180199	175473.02554341365	197657.23175523552
PWY-6386	682354.617522798	777336.6468007001	749939.9185273078	638169.0985901745	600937.936651467	673706.7033335527	864306.1286427777	500122.03438971407	712854.7813924361	439164.58138564986	712725.7990358373	681162.239594586	749923.662340486	594355.0874176094	761904.1994729616	869233.4051324114	767922.6458741688	633165.1543172423	525852.9958677201	960844.9535073236	600573.2128699339	475118.0986256779	830793.9933368757	923227.5997705122	824660.3102485471	513843.0630722447	758606.0379519698	636520.8371019306	816759.7928705561	497838.85995481565	965103.2657808374	687049.6428788553	797583.3674543942	870511.1992919814	464858.5805051186	776105.2806060077	919793.882302757	681341.2025482936	869608.9342407779	952154.5143467531	945683.2040740283	730106.8361112841	549931.032688679	850340.5969558215	767766.6789448963	575869.354443859	837466.6939880283	790525.8607095794	837486.6004915865	1005805.1311075281	917264.5148068148	834668.3208591803	969953.5923064277	620322.6988981358	635791.1114100129	661037.9417196607	774923.5606372327	740510.1350716121	781620.0198505254	404192.8064172826	755594.6317337673	713686.3617795915	721752.4656083588	892822.2647159934	669645.2473960589	890990.0723046584	137462.21006579383	591924.1322139949	174957.2068535538	197358.82186165894
PWY-6387	717497.2581996404	793567.3329280172	767864.221309701	642973.0468465149	620660.5584598049	694162.3990093243	880386.6242326782	594293.8652112832	734665.1350741821	539722.3718241499	723186.3113982932	687272.7181259112	749777.9869137754	598866.3786928074	765858.0128949418	862064.0136302551	764705.6600878368	772632.0256753236	520107.5902142554	956986.7511866171	611079.6798827951	482819.1908203498	825126.3554399462	945364.1791556164	843729.0204688127	512385.8876442446	781190.5344595785	646114.9771635717	806405.6312754153	501890.41502213106	965926.0892052687	698723.9507408369	800021.1790295005	855898.989857081	458743.2238323374	783782.6588729442	919241.8875151504	718693.5177455179	872759.7575791168	932994.9758997282	939914.9492225131	743624.7913651312	569683.3549338545	850482.5505182617	780111.8905169792	582500.0967244114	839204.7941074255	803625.5314458989	844432.192927795	996845.5015384387	934920.1018305104	824442.2667833774	990087.9407782584	626508.5554405773	642967.4593994418	660619.1524660684	777247.7491590129	749124.5248263974	791117.9872897409	398984.29502781027	756415.2281009416	808825.6369916014	799693.5144091417	924681.4180114352	683293.5587396123	938141.4455085541	140359.5579357175	601693.2023970423	175934.7784877817	200186.0857431892
PWY-6396	63919.91804039738	74044.25528671592	45028.43294753924	118610.00137537663	53079.983816477106	0.0	47721.76410941062	0.0	40636.575405200645	0.0	19036.504684968124	42073.46467494387	23211.329459883033	13529.85975316489	43167.18501354611	35364.72182503149	24468.110943944303	129611.6815526784	86.96992899956192	32009.223035092524	9718.02933397433	285150.0357204272	42055.80114214063	20829.31624732098	134731.05984818586	24573.544548474165	210117.45470967324	55603.28818939306	5244.075155849075	7503.7953792768285	0.0	65217.46656495722	93534.15361593204	54288.525611085155	8656.017297829892	60100.715715550716	54884.3326178551	58033.50016209551	43282.46457635691	17279.757761828383	4423.063357434186	11550.94299008743	460010.89569899306	17635.97201564967	113662.94553239338	14722.953145751615	17913.206037486318	167368.6150869697	52560.611643820084	730.4640692050627	48543.03169614261	94303.30154343841	15929.968954056592	2288.3266654956165	9054.077026296543	40982.57627899143	12708.788589929116	62794.365537178535	62400.320590591386	4782.439897659719	36479.49566414324	94279.49257485908	97762.19665957527	31837.491331255365	8149.241412785437	27179.481338277434	96344.73344912734	131036.79422896485	0.0	6864.20382165605
PWY-6397	0.0	0.0	0.0	0.0	28.173153391075672	0.0	0.0	0.0	62.60603709194508	0.0	61880.24034583429	969.0025790147787	11207.624201534238	25785.684281608927	14644.073694821003	4989.636698363857	4955.150517608757	0.0	15.129321114595594	0.0	25.041134228774425	4968.208921991195	14034.88807603641	647.4425394977994	74.60709792446956	0.0	0.0	122.08490243748714	3001.800989216685	1098.3667445915808	0.0	1389.265515135804	1694.336636090003	2865.670088563519	151.28492053410514	1379.591827217343	850.2701798245869	257.2060413555946	988.9881718370968	0.0	0.0	5252.692685933238	873.4092328247631	0.0	0.0	0.0	6573.450125149486	73.03047704562884	0.0	0.0	0.0	0.0	0.0	29.738413967023455	18.25947058852663	96.51717670640923	1930.6164811245008	0.0	292.1638862589523	2742.8152450766925	776.1153170251952	113.73840828474849	0.0	0.0	1986.9708700619483	0.0	559.970898113788	6564.956132720802	0.0	0.0
PWY-6404	0.0	0.0	0.0	0.0	102.63600221758567	0.0	0.0	0.0	236.62654591310098	0.0	0.0	2964.811190710308	38486.69384003259	14715.7454169503	17339.701821578117	6176.297603251879	0.0	0.0	0.0	0.0	94.64092385693787	8352.191863365293	16667.79740344199	0.0	276.11457449114704	0.0	0.0	460.77006090577163	0.0	3011.7898391928884	0.0	5085.531220538976	6356.802976054069	0.0	570.2411970555628	5178.525344889683	3197.9241865602444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2804.133572133316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6509.234349932866	0.0	898.7017888240858	1605.9427380115626	2875.9176840342193	420.17051705206825	0.0	0.0	6249.408434727373	0.0	2069.7423176103716	24014.710951423964	0.0	0.0
PWY-6467	602336.8400000001	408879.23	376490.08	255401.73	306151.0300000001	610325.0	772980.66	463383.3300000001	611364.09	431950.0	273601.17	397664.17000000004	598382.33	98733.75	131855.5	539752.1699999999	352963.74999999994	616606.47	327844.0	359048.67	388000.33	328867.5	191261.08	439964.08	407306.91000000003	377248.75	703032.4999999999	517332.11000000004	139801.0	331096.57999999996	747535.5	384660.42	553435.03	214100.0	260885.0	598767.61	630449.81	549488.5800000001	837955.75	99435.25	724191.9199999999	501697.17	458343.67	811250.0	689691.75	401862.49999999994	654064.5	745514.58	333966.67	173.00000000000003	25984.67	484428.89	25598.75	597646.9199999999	573462.75	421907.75	396349.25000000006	596423.5	651428.5599999998	88588.58000000002	471489.24999999994	652950.56	555496.8300000002	170625.00000000003	360914.4199999999	277133.33	98014.44	342024.14	154600.00000000003	83850.0
PWY-6471	56265.27017075457	155879.62780399327	113725.38500956152	159538.8327312747	129392.22889547443	0.0	59953.419246445366	0.0	60468.356644936095	0.0	29236.8377049163	13924.178893720538	20052.259829010658	197019.77348153052	39193.3206348575	18822.9373758813	181651.98357100855	44162.92834026678	278.19397051007445	8240.279050560452	15.359396664613287	23183.86377751307	199827.33846386956	47913.10927490433	12113.055867493473	0.0	25983.273013023943	11103.911176867254	29673.03595874786	14001.158778907584	0.0	208403.21350237864	113189.96548170033	0.0	22103.06300080563	60032.76970730026	57387.202549353315	1458.989961741356	5867.31586439615	6852.531516625158	2659.7039613208904	83329.96020609987	1888.2860928426146	0.0	50922.12567122409	8312.701150957242	65073.664682838215	805.5934482151249	0.0	581.1714443200614	66068.64014992876	0.0	126946.0169762272	243.74141253974483	377.9030447742003	50275.39396878436	8773.133731166321	9231.316786219237	21072.625871344066	17121.733973732484	2115.0728314971057	611.6128518874823	4399.758909141786	0.0	17985.52628032989	0.0	0.0	0.0	0.0	0.0
