pathway	site_1	site_2	site_3	site_4	site_5	site_6	site_7	site_8	site_9	site_10	site_11	site_12	site_13	site_14	site_15	site_16	site_17	site_18	site_19	site_20	site_21	site_22	site_23	site_24	site_25	site_26	site_27	site_28	site_29	site_30	site_31	site_32	site_33	site_34	site_35	site_36	site_37	site_38	site_39	site_40	site_41	site_42	site_43	site_44	site_45	site_46	site_47	site_48	site_49	site_50	site_51	site_52	site_53	site_54	site_55	site_56	site_57	site_58	site_59	site_60	site_61	site_62	site_63	site_64	site_65	site_66	site_67	site_68	site_69	site_70
P161-PWY	233991.27213949742	143646.4246251509	210045.95362171822	143907.21710999668	174071.57788251486	299981.95719988656	314661.74525145884	298959.8098368542	202678.4075022946	144275.34818497626	107023.53165591162	302231.44785135303	151676.49920660196	281953.59664677747	414495.2382676289	345971.16645700723	585826.8042477035	455063.1360849738	341784.3395888669	335110.2823523143	137545.70387952073	97155.60471696129	642148.1249100239	547458.1064029133	580138.5393071743	150033.3600546388	33259.95940742802	222258.1390971275	749324.5424362181	325987.1824863913	317917.59304089076	162394.7802953695	450438.82911750156	297195.6597036243	529974.4933891497	254097.5535028517	432162.7441837374	208490.16091609132	39106.67937433511	1087264.2309180365	199443.694891941	281148.29186611256	48138.23572118	167450.89151557648	7031.4044347419795	375208.5760226234	139157.06421889836	717892.9061256432	206062.1169077211	1035.8158120448697	37978.80984663703	567.7232762792598	17331.362459794625	201571.42404761957	156573.35160866933	183976.07188800495	161640.27706167536	230466.96042013666	205831.3395864919	371317.94868866145	205542.97243772997	271855.8095506298	388526.42417185917	396224.16096176323	577512.057628031	880477.5680798704	79800.43178155429	13292.358857902971	80746.90007293946	195702.7194066749
P162-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1622.8805972648427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P164-PWY	1716.7049621254776	0.0	2936.9308463436387	351.8500360892964	591.6275307358961	0.0	191.96055160589373	0.0	6867.134245852237	0.0	112824.19996725878	250200.47692461172	88900.04239110879	86168.59027858185	89685.26559339352	62471.005204519824	61319.90632189754	0.0	0.0	0.0	0.0	76737.2134773209	95710.74411940014	0.0	17383.726952504538	0.0	127.9918783961807	10815.646005750998	75645.00394243929	151240.13016275526	0.0	0.0	0.0	0.0	2302.7971867698648	0.0	0.0	42098.25236503413	17098.952678398473	0.0	418076.81422455783	51416.184661524145	10947.081057385149	0.0	103.99391354264648	0.0	53332.84049959235	0.0	104681.24731990177	0.0	0.0	0.0	0.0	0.0	0.0	19521.94855066152	248616.0012367886	12137.994927695763	25644.016320846727	36730.61737839033	7334.654021786939	133513.62487558788	78147.94766911122	0.0	133618.9254519501	0.0	0.0	0.0	0.0	0.0
P184-PWY	4806.946181362512	3172.226623526946	9405.610078345666	2441.890586486757	5544.020794878824	0.0	3633.5610185955093	38265.33863104501	12038.433642364691	116540.00235639518	35681.28423199123	48131.075317064424	60379.76748691127	13087.168647216407	27883.491150257076	303219.2606879111	18188.361084601103	18791.078233072316	7403.9148985295815	266247.64519175957	17003.423235256025	38425.85624358766	120639.70502501803	4846.77818457253	72548.7363454812	243524.13862918038	0.0	147904.2733532019	135833.44496986683	64930.89762809156	0.0	72805.58766314929	260065.36877969184	775695.0255751768	48610.47367080073	149071.7883704562	155140.9745641811	4761.493864424161	7526.775166487921	6910.295884423193	20764.497565229267	57420.82405735755	53083.52432010469	19043.813016043194	216.70974579595398	131901.99979910947	36091.95995250868	6526.414032512386	84900.18316960518	848412.6007708487	438.23945497327793	1113.0648129701347	0.0	8434.110276919344	72592.04741782435	124050.40050566636	342861.52027914854	143580.8742703331	116271.90384993698	55417.05692475523	122722.45474009927	248839.68619630023	204143.30425598624	0.0	76239.57485473086	7687.659988905939	52561.71690946608	154723.8591035402	22977.758414519973	53347.798392774814
P221-PWY	54457.883592716316	48216.05705998385	24898.33797339931	28519.164855654886	27488.46181992637	0.0	30978.117090471875	0.0	31896.982290722615	9167.78792572043	24988.076909642652	144840.2942199845	41076.69908036434	36929.70766809314	75169.50807932479	38673.21596975926	24683.372793017843	134742.43322053595	334522.2054733805	2310.164735711998	5645.34639671545	379217.37422999705	38533.17544308182	62281.81408340081	119311.20757704423	317876.2992235474	401171.7802429193	95669.92733756726	80238.05209923533	124599.13125834361	2898.5978280571253	20664.636720952763	231078.1850977517	61316.72372902476	323014.1293429561	39138.37791902789	23418.195460999686	389879.29178856127	337891.19236716896	104068.33142433604	3991.469111767701	419349.05801616976	540648.3494857249	19403.017063907235	825233.7835850735	10196.349420041059	350080.0274103383	261654.9955827332	182595.4280049711	0.0	27164.15990545059	145783.5771938993	12701.107329868884	75.99746645796759	419.92613576298163	380009.9029186739	107973.74380143303	42712.71680182148	47149.2817813459	55150.90936114723	140384.4397257553	56374.56153257819	61131.349959834035	63006.38071148993	88136.3354646049	171312.53076455757	125527.62142570192	608532.0842838754	27148.412651896764	23539.78339858965
P23-PWY	819003.7103765452	763762.0291416195	663194.658407598	631382.6080162068	604413.3747596648	711388.6567809123	927223.5512674848	489568.66938003397	656216.2951888144	276444.7497642417	513471.06609361584	465129.31509294023	521346.5317828309	243870.86701757423	408175.2875357583	382928.66893464205	277558.1913884949	500176.6166423843	237.92018651155192	861286.3902700985	565643.8022079929	253462.87074014728	566767.2575328186	409231.3877285184	553680.2684231625	617063.0720914003	93184.47259694754	585263.3902405433	590001.0804517268	580363.151107507	485999.0025817939	603969.4850082378	912474.9397290095	194502.77862040195	544587.2526332057	825025.7489384165	787916.497302096	832405.8543960347	1100763.0360447955	119716.57842446558	801880.7852203901	781482.6388908579	432428.49906764034	662756.0082946751	202877.533073035	654017.2913674021	827639.9720362398	598189.1125580955	549733.5579104176	1209.8373766437253	224261.42654768028	1035.0316979522097	201823.2940858751	61543.695907457266	229548.91577046394	599007.8649580998	859955.7622122817	700407.2552065115	788684.938991756	265892.458780439	368532.3371793294	905065.1317137794	840450.1531499395	607908.146940162	637440.1599576209	419046.2344111265	8130.054651897649	370.79378987234566	182281.3922180579	160364.3597485484
P281-PWY	214006.7882068968	308159.338780306	297725.9304784837	177675.0888026217	206121.91878266563	138668.9566707957	153661.65796999025	0.0	208827.8912400738	0.0	57800.97696046423	51012.68061834764	80437.75481312224	35293.125957400545	55010.52611305197	95759.48333022941	41765.61837747762	217493.9260264905	51.99613798659572	29236.51315297833	20805.07415899874	348128.00621122157	58926.63815827992	37421.9410093863	177239.64434096255	252082.6210467942	812167.1289832413	218153.69324031248	8703.129865476632	18111.39451520972	297675.4445436784	367203.62029411184	339093.91123378655	194307.76282763685	152238.9298201786	248218.13853917873	201799.10348394193	130473.27964346451	98307.97312738115	16695.49804708751	175786.45183592485	65782.08611553072	583848.3527959776	45824.480620216804	250636.31236396314	159526.6529061215	9824.361437431195	879849.5929965429	83804.74112825669	259.98258640338133	2366.721161014577	942446.3430152853	1301.8274400014336	93120.08824248066	16826.355293285356	57828.398377546626	41728.02794997963	169313.96395151867	146681.3539417663	6037.961501364018	174104.96777349684	300806.2338124041	248589.81091956698	219229.96342837732	65628.29798139131	220138.33781946322	120092.78986707119	79018.16381538601	45045.426445107296	23718.13898640437
P381-PWY	48387.36236234873	2711.0301778505996	3569.4677522530365	2527.134530917734	3165.7809167128894	0.0	5129.713265687543	0.0	11419.259819915922	0.0	7095.503739386816	25234.97785458672	4512.194672489415	0.0	3065.7606851706887	16156.577738079868	0.0	5396.028382548358	0.0	0.0	15590.38359630997	1691.8020603078055	1682.824033912827	975.8142593039971	16138.547355648892	1785.4027703620814	0.0	3375.507549325009	46695.343976396856	24474.095298121643	0.0	20738.487889262615	48188.386626294145	0.0	0.0	29103.902267361434	158421.41732438144	160601.62286696196	46363.95203408814	0.0	0.0	101028.5239539021	27311.50242042961	0.0	0.0	624.3872792468752	20136.45243155367	49166.28831269008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21221.30845399264	26686.376828719585	13147.482537642283	5957.656547007781	11815.498775668935	0.0	44292.54927416747	44034.4853802364	0.0	24862.732117582516	0.0	0.0	0.0	0.0	0.0
P4-PWY	470223.8413387126	676290.7267604319	661858.5395287636	491254.7878427017	521773.4115393244	397065.87968831544	478921.39263765194	425912.12825275294	554244.7027823549	339464.9828897395	522543.37005101726	351623.22462459316	368106.3443300696	432759.6905410623	495007.2211124891	666268.4330033408	527276.0842870215	661299.6481406321	33132.863863845334	719697.542830551	237773.87808011193	411050.12593685417	569024.5828038311	444657.9139133102	732321.4297310951	389695.18020983	884077.9321705289	501613.09520840796	656676.7601762485	335191.09444589954	506108.8580658042	642030.4410631502	562491.154685019	863354.7886980643	300069.8375054558	563571.3137069006	536689.7832264336	386184.00472548674	147724.49514419018	527969.8297443263	602860.1967344267	492687.9522007176	401325.0701714879	336044.08649228973	459999.61712156254	514808.1803356599	404800.8752349549	543966.161931151	645554.4870093113	1001734.3215322124	237961.65610801266	43251.906548883366	192140.04960863516	14083.076728603362	202188.16075082176	481866.0470546357	707619.0050584845	532607.6384479511	526312.165779561	286525.57141002116	643692.4921811713	516788.4811031596	566532.4154051993	527204.2632690647	480201.76238964783	415496.7924202168	98763.40464525047	403802.3536322803	49209.79903312943	135962.31802324665
P42-PWY	676662.0476458267	791518.4277268639	626747.4874669418	645608.3654352542	610576.1059411756	1039147.4471675756	1307826.4921865277	754644.7225296258	511240.35933370993	223469.15628950385	732798.5978691492	720426.903714808	342406.7316680524	619019.1124479695	727057.3797960413	316303.9203401129	665498.7469088054	350724.0326867039	152.22390744993388	806627.923287815	441914.7348668379	385463.0587746711	756831.0209201163	891592.5535862951	687512.1774473167	557354.2061617549	439055.81007872196	452422.2246854186	835531.6979144751	634731.573133894	308068.6385852601	513995.5967595151	1051731.858557152	159693.11001831427	555000.3466851424	825851.0207234262	1316046.50495682	863025.4131195962	1233882.0771022583	135410.11845481046	694927.809223666	1004080.7053047376	477546.8087378286	473815.2627784296	218682.08824209607	672320.5786336677	1260426.8400390504	434105.41114824504	1140196.1328455117	1133.1693939117745	1124942.3298996512	217309.40323491607	1336451.9043229432	60608.57273675242	205161.8600152615	491908.14904286107	752671.3113980867	574748.8789548343	676614.6319116893	399643.1338834172	231545.9608796513	848370.3738856592	845876.2831644743	1088610.3420331709	700338.8733937795	492447.2711381149	104339.73190683358	261716.5755913806	186841.3434189898	182760.3628276764
P441-PWY	200431.1762042001	86586.82805096426	161302.69821129827	154355.38640671628	104063.70300904251	78606.00751407864	89858.46975880771	0.0	110288.7867850402	0.0	23652.441296020876	19941.664165021983	62453.040535102795	168126.99069096605	22137.177797157605	27086.495311546347	110288.7014514731	125595.33033214032	0.0	383019.7216442209	32203.911013056877	14937.6216454173	108903.09286664566	133566.55883640997	56343.18274477204	301.54634617866435	1666.190032796714	85144.7026222182	26369.519528772278	34613.246276313315	291030.47634223825	51954.58010405054	90443.07463935477	71887.01666303874	25447.77385416601	71060.0091451315	71380.9159614262	99544.1541862221	45815.19774752362	12177.255696226974	325604.6390806439	76958.62349938325	34718.28282458408	51932.820880567095	11275.56418132779	243937.86651366614	65666.1857491803	31342.464089505655	228944.20100999338	0.0	8106.9069398617785	337.60291772531554	16467.596834850217	9252.943231906333	8511.409576295944	131722.55026637603	82871.09097380671	110516.97759720571	91340.21139431177	14663.552207779614	37807.08024389806	106881.78639980147	103899.22633424803	440823.37903486704	200082.37940644816	493533.9192775358	46.2010606353105	43.93886095183065	45947.47552684093	60729.72944172106
P461-PWY	26339.183561212987	57437.29965552326	73299.42744548178	149707.02169550795	53773.28469790708	27136.24488961067	26757.11760232825	0.0	24896.844452006135	0.0	40390.47591650464	63354.13506549481	29229.171186265845	30024.47810651376	221797.10529925913	28557.395876907995	164753.05258896796	41134.10687860088	57.99712578466908	1732.9966219891287	161975.56240257988	35175.556922319745	338129.5885054682	199291.03981704154	394119.22077160917	183.97570674737628	5503.281774500644	79151.0787328606	318329.74520176643	79791.20536811814	197668.41282138423	124065.5073517584	150560.3317969788	17825.488563469262	4755.573258015732	96741.14088401562	317550.06374560803	8233.809375411785	2321.7528183674267	238034.49963809573	525.902882326302	107245.1525488306	591.737456201937	0.0	8394.584581342233	135567.3518826709	60160.3148627971	561.8336826357859	274850.7583218796	647.7958908143198	52227.87470125961	71.99673023895865	49763.67962520792	75.99639255190878	173.98306841615926	24729.66751635616	42165.519922930405	73813.69990309006	80220.6208625883	77020.04089291029	37769.31222094901	155741.1722603767	275664.9117308492	405296.1436231247	156583.69553658707	0.0	21.746697190246735	0.0	0.0	29059.45400993497
P562-PWY	60829.84709830218	297847.96792321483	227599.591066113	296834.9776273777	243205.7500685291	0.0	61290.891413882484	0.0	69408.5980965333	0.0	229248.51075831894	38403.85903621513	46802.65033684043	314706.3164317215	379232.6764919532	46042.05892448002	57602.39702481853	53762.16963291493	37.090909090909086	242231.45454545453	121484.01029314067	35897.756075831305	150654.04657828508	9964.8347179318	19375.179928005706	202717.48745572142	22348.418018425364	60659.079394959575	507830.9551932574	50085.28519098079	118294.9090909091	173539.34705821497	209639.68646468926	73111.11111111111	12330.81547583651	50171.57849837334	33810.94776581197	11419.874499936977	12256.352459323985	27396.314630597037	2424.311977107615	86416.78585101443	3727.310457954656	0.0	42766.22445622987	92952.68981015649	105112.87192533004	1611.3300297324083	393717.6689337966	343.9544321822713	875223.2045298077	79.30434782608697	961286.0824420047	213381.57008152493	308486.3303629688	89946.2092364151	35391.78786736353	83011.37069008983	78887.72684100983	63973.77905466059	90472.78841592172	22888.569977631894	24861.143088932637	608181.8181818181	58039.951351419855	0.0	2973.5332541567695	101465.19889266137	15381.818181818184	0.0
P621-PWY	31213.21269648174	177856.89951703858	167783.8955801994	66099.48171008441	102041.27514049278	0.0	33748.08590301846	0.0	66962.91008613296	0.0	505.168707979361	2919.0111148534857	394.60411956347576	0.0	191.33482497293397	2289.8247323894825	1026.9031003444827	42249.179035098015	3.99995995073941	6298.672921757441	2015.6810126582277	101.83136123447986	97.88676130736216	3038.8581241117954	30718.95269299821	237.86020316495058	651085.0658093041	34060.376307726794	2031.245657061108	3496.129550444932	8783.560330204682	305937.2729964093	142857.245899023	16679.559614235724	575.2421205567205	184041.93291222173	60379.567240542805	31845.822311205655	17117.209391224966	0.0	20992.47204968944	40115.47954048946	124274.39651517771	0.0	143392.0779940793	3318.892833170612	2785.2709938618254	145001.33815100417	0.0	267.91778774289986	2005.6368180432796	7.857142857142858	1212.1174368138882	501.7285223367698	1381.946173594485	0.0	4321.670013367843	29403.400382793352	16942.039720826495	1560.7938088051123	10842.105597819917	7402.747869822484	8151.817022910533	0.0	2916.1096896936297	0.0	7606.715014773032	0.0	0.0	0.0
PANTO-PWY	665549.7561122744	836163.4026556488	784197.5555144246	542783.8921430686	585093.9559714745	686358.003303854	878673.7624470872	644933.3300000001	762971.5234873071	605225.5726654975	446336.07966035773	511276.5242533148	681421.5309919106	285740.4671227498	479316.1304465687	801636.2690170287	698323.0728500092	821536.0856828572	640537.25169908	618740.3963411219	446302.5128927	465343.84118906053	687910.6302785118	712435.1523227297	824688.5969441069	534092.4770306036	1222399.1340480132	632842.2209271947	781641.5727953949	452483.46125898627	963241.3794166823	973215.986863207	890054.9404886954	890300.9826405799	432275.87393185217	921392.5186888417	973970.3685548377	757532.6366695587	946474.4798398378	874061.4561259476	785323.3385133947	790709.153765309	762901.7100531759	829803.2106297268	947286.7726201758	494332.4342486664	886329.0452728824	1037487.0859327021	582650.0158495512	971136.3490462297	174000.4691453684	784986.4293285607	86364.50788683673	585963.2492611904	608803.5932652513	565357.1113331616	732081.8182212343	763268.9068728231	803055.7363564804	369795.9306455287	695331.2875077327	790071.6892168046	765575.8567225793	277233.6597923146	540151.4080280955	557978.4784028202	154078.81658223277	650850.4792508581	165344.66871434837	160197.700291125
